Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Marcus Rashford,Forward,31,0.0,13.0,0,0.0,18.0,10.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,941,30.35,9.0,33.0,0,0.0,0.0,3,0,21,17,1.0,13.0,3.0,6.0,0.55,6.0,95.0,44.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2019/20,Back injury,16-Jan-20,5-Jun-20
Kieran Tierney,Defender,15,1.0,20.0,80%,0.0,1.0,9.0,30.0,10.0,0.0,60.0,53.0,35.0,12.0,9.0,15.0,1,441,29.4,1.0,44.0,18%,0.0,18.0,2,0,8,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2019/20,Groin injury,13-Sep-20,27-Sep-20
Gabriel Jesus,Forward,27,0.0,24.0,0,0.0,16.0,13.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,490,18.15,0.0,9.0,0,0.0,0.0,6,0,26,4,2.0,1.0,1.0,2.0,0.15,0.0,55.0,19.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Knee injury,5-Jan-24,18-Jan-24
Eric Bailly,Defender,12,3.0,5.0,100%,0.0,1.0,13.0,36.0,22.0,0.0,73.0,37.0,27.0,4.0,24.0,17.0,0,562,46.83,0.0,0.0,0%,0.0,20.0,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Muscle injury,18-Oct-20,1-Dec-20
Luke Shaw,Defender,24,7.0,34.0,53%,0.0,4.0,24.0,51.0,30.0,0.0,92.0,96.0,72.0,22.0,30.0,23.0,0,"1,143",47.63,1.0,38.0,24%,1.0,13.0,7,0,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2019/20,Hamstring injury,24-Aug-19,7-Oct-19
Robbie Brady,Midfielder,19,0.0,22.0,68%,0.0,5.0,9.0,25.0,19.0,0.0,80.0,61.0,78.0,11.0,19.0,21.0,1,351,18.47,0.0,43.0,16%,2.0,24.0,3,0,21,1,0.0,1.0,0.0,0.0,0.05,0.0,16.0,5.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,hamstring injury,22-Dec-20,28-Dec-20
Martin Ødegaard,Midfielder,14,0.0,9.0,33%,0.0,9.0,2.0,5.0,0.0,0.0,40.0,33.0,39.0,13.0,3.0,13.0,2,496,35.43,0.0,36.0,28%,2.0,13.0,0,0,1,1,0.0,0.0,1.0,0.0,0.07,0.0,15.0,3.0,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2020/21,Ankle injury,5-Apr-21,20-Apr-21
Jonjo Shelvey,Midfielder,11,0.0,3.0,33%,0.0,3.0,5.0,10.0,7.0,0.0,36.0,12.0,24.0,4.0,4.0,1.0,0,314,28.55,0.0,13.0,31%,3.0,39.0,2,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2022/23,Hamstring injury,26-Jul-22,10-Oct-22
Kevin Schade,Midfielder,11,0.0,3.0,33%,0.0,1.0,1.0,4.0,3.0,0.0,23.0,28.0,44.0,2.0,17.0,14.0,1,88,8.0,0.0,5.0,40%,1.0,0.0,0,0,10,2,0.0,2.0,0.0,1.0,0.18,0.0,8.0,4.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2023/24,Adductor injury,23-Sep-23,10-Apr-24
Matt Ritchie,Midfielder,18,0.0,22.0,68%,0.0,9.0,14.0,27.0,14.0,0.0,78.0,67.0,67.0,8.0,21.0,19.0,1,526,29.22,4.0,99.0,29%,0.0,23.0,4,0,26,2,0.0,0.0,2.0,1.0,0.11,0.0,26.0,8.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,Ankle injury,28-Aug-19,3-Jan-20
Jed Steer,Goalkeeper,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,2019/20,Calf injury,11-Nov-19,15-Jun-20
David Luiz,Defender,20,3.0,12.0,75%,1.0,5.0,16.0,49.0,29.0,0.0,64.0,55.0,31.0,3.0,35.0,14.0,0,998,49.9,0.0,9.0,0%,3.0,71.0,1,1,15,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2020/21,Hamstring injury,26-Oct-20,3-Nov-20
Séamus Coleman,Defender,25,5.0,39.0,67%,0.0,5.0,13.0,32.0,17.0,0.0,124.0,85.0,68.0,20.0,9.0,11.0,3,645,25.8,0.0,35.0,29%,0.0,33.0,0,0,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,muscle injury,17-Oct-20,18-Dec-20
Javier Manquillo,Defender,13,3.0,24.0,58%,0.0,1.0,9.0,14.0,7.0,0.0,44.0,47.0,37.0,1.0,14.0,10.0,0,290,22.31,0.0,28.0,21%,0.0,10.0,1,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Ankle injury,7-Feb-21,10-Mar-21
Edinson Cavani,Forward,15,0.0,4.0,0,0.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,230,15.33,0.0,2.0,0,0.0,0.0,0,0,7,2,0.0,2.0,0.0,1.0,0.13,0.0,18.0,8.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2021/22,Tendon irritation,4-Nov-21,22-Dec-21
Tanguy Ndombele,Midfielder,21,0.0,24.0,67%,0.0,3.0,14.0,6.0,1.0,0.0,79.0,97.0,70.0,38.0,7.0,9.0,2,632,30.1,1.0,12.0,17%,4.0,19.0,3,0,14,2,0.0,1.0,1.0,0.0,0.1,0.0,9.0,4.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2019/20,Groin Strain,"Jan 1,2020","Jan 21,2019"
Ryan Sessegnon,Midfielder,15,3.0,25.0,76%,0.0,2.0,7.0,22.0,10.0,0.0,40.0,49.0,69.0,6.0,11.0,15.0,2,323,21.53,0.0,38.0,21%,0.0,6.0,2,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2021/22,Bruise,"Sep 1,2021","Nov 14,2021"
Matej Vydra,Forward,28,0.0,9.0,0,0.0,8.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,236,8.43,0.0,3.0,0,0.0,0.0,0,0,6,3,0.0,1.0,2.0,0.0,0.11,0.0,35.0,10.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,hamstring injury,10-Feb-21,18-Feb-21
Nick Pope,Goalkeeper,15,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,311,20.73,0.0,0.0,0,0.0,46.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.0,0.0,10.0,9.0,2.0,11.0,88.0,95.0,32.0,2023/24,Shoulder injury,2-Dec-23,2-May-24
Theo Walcott,Forward,25,0.0,13.0,0,0.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,354,14.16,7.0,42.0,0,0.0,0.0,1,0,9,2,1.0,1.0,0.0,1.0,0.08,0.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,knock,24-Nov-19,4-Dec-19
Thomas Partey,Midfielder,24,0.0,43.0,67%,0.0,14.0,23.0,34.0,11.0,0.0,153.0,118.0,109.0,35.0,24.0,26.0,1,"1,205",50.21,0.0,3.0,0%,9.0,72.0,5,0,33,2,1.0,0.0,0.0,2.0,0.08,0.0,44.0,10.0,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2021/22,Knock,4-Apr-22,25-Jul-22
Marcus Rashford,Forward,25,0.0,6.0,0,0.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,393,15.72,0.0,22.0,0,0.0,0.0,2,0,13,4,0.0,4.0,0.0,0.0,0.16,0.0,22.0,12.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,bronchitis,4-May-22,19-May-22
Lucas Digne,Defender,29,7.0,46.0,63%,0.0,7.0,37.0,62.0,36.0,1.0,160.0,129.0,121.0,11.0,49.0,36.0,4,"1,109",38.24,0.0,172.0,24%,1.0,23.0,6,0,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Shoulder injury,9-Apr-22,25-Apr-22
Pau Torres,Defender,29,6.0,29.0,62%,0.0,3.0,14.0,74.0,30.0,2.0,127.0,79.0,76.0,17.0,23.0,22.0,0,"1,770",61.03,0.0,8.0,38%,1.0,85.0,1,0,18,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,unknown injury,18-Dec-23,23-Dec-23
Oleksandr Zinchenko,Defender,27,2.0,40.0,45%,0.0,8.0,22.0,31.0,24.0,0.0,163.0,117.0,69.0,15.0,51.0,20.0,2,"1,716",63.56,0.0,37.0,19%,6.0,62.0,3,0,6,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,Knee problems and Calf injury,26-Aug-22,1-Nov-22
Thomas Partey,Midfielder,14,0.0,14.0,79%,0.0,3.0,11.0,8.0,2.0,0.0,56.0,36.0,33.0,9.0,7.0,8.0,0,621,44.36,0.0,2.0,100%,3.0,25.0,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2023/24,Groin injury,2-Sep-23,3-Oct-23
Jordan Pickford,Goalkeeper,35,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"1,021",29.17,0.0,0.0,0,0.0,286.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,117.0,0.0,22.0,19.0,6.0,17.0,119.0,267.0,27.0,2021/22,shoulder injury,13-Sep-21,27-Sep-21
Mohamed Elneny,Midfielder,5,0.0,1.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,0.0,2.0,0,60,12.0,0.0,0.0,0%,0.0,4.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2022/23,Knee injury,14-Jan-23,20-Sep-23
Dan Burn,Defender,33,7.0,61.0,54%,0.0,6.0,37.0,119.0,59.0,3.0,124.0,177.0,126.0,4.0,103.0,49.0,2,"1,500",45.45,0.0,11.0,36%,1.0,25.0,4,0,32,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2023/24,Back injury,4-Nov-23,11-Dec-23
Richarlison,Forward,27,0.0,21.0,0,0.0,5.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,263,9.74,0.0,16.0,0,0.0,0.0,3,0,14,1,1.0,0.0,0.0,2.0,0.04,0.0,27.0,14.0,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2022/23,Groin Surgery,"Nov 10,2023","Dec 3,2023"
Ezri Konsa,Defender,29,8.0,25.0,60%,0.0,2.0,15.0,82.0,36.0,0.0,105.0,125.0,71.0,6.0,58.0,42.0,0,"1,005",34.66,0.0,1.0,0%,0.0,33.0,4,2,18,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,Knee injury,15-May-22,10-Jul-22
Jamaal Lascelles,Defender,26,2.0,15.0,47%,0.0,4.0,22.0,121.0,69.0,2.0,86.0,109.0,57.0,1.0,89.0,31.0,0,690,26.54,0.0,0.0,0%,0.0,35.0,5,0,17,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Ill,11-Feb-22,16-Feb-22
Mason Greenwood,Forward,31,0.0,17.0,0,0.0,7.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,495,15.97,1.0,10.0,0,0.0,0.0,0,0,12,10,0.0,2.0,8.0,1.0,0.32,0.0,39.0,20.0,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2019/20,Tonsillitis,20-Sep-19,23-Sep-19
Giovani Lo Celso,Midfielder,18,0.0,28.0,79%,0.0,3.0,7.0,5.0,1.0,0.0,60.0,70.0,79.0,8.0,14.0,15.0,1,570,31.67,0.0,31.0,13%,1.0,19.0,5,0,19,1,0.0,0.0,1.0,0.0,0.06,0.0,15.0,6.0,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Muscle Strain,"Oct 2,2020","Oct 21,2020"
Dele Alli,Midfielder,15,0.0,18.0,61%,0.0,3.0,7.0,3.0,3.0,0.0,50.0,49.0,63.0,11.0,8.0,11.0,1,330,22.0,0.0,10.0,20%,1.0,5.0,0,0,10,0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,4.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2020/21,Tendon irritation,"Jan 22,2021","Feb 9,2021"
Sean Longstaff,Midfielder,33,0.0,42.0,50%,0.0,15.0,16.0,22.0,16.0,0.0,141.0,112.0,132.0,8.0,24.0,28.0,4,"1,125",34.09,0.0,30.0,27%,7.0,47.0,2,0,29,1,0.0,1.0,0.0,1.0,0.03,0.0,33.0,7.0,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,Outer ligament problems,27-Apr-23,20-May-23
Fabian Delph,Midfielder,11,0.0,18.0,83%,0.0,2.0,14.0,10.0,5.0,0.0,61.0,34.0,27.0,5.0,5.0,4.0,0,306,27.82,0.0,1.0,0%,2.0,28.0,2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,shoulder injury,27-Aug-21,25-Oct-21
Nemanja Matic,Midfielder,23,0.0,31.0,58%,0.0,1.0,31.0,18.0,12.0,0.0,124.0,79.0,84.0,17.0,28.0,17.0,4,"1,039",45.17,0.0,6.0,33%,6.0,51.0,3,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2021/22,Shin injury,10-Feb-22,18-Feb-22
Ben Mee,Defender,21,6.0,26.0,46%,1.0,3.0,24.0,92.0,51.0,1.0,132.0,105.0,58.0,4.0,68.0,41.0,0,751,35.76,0.0,4.0,25%,0.0,89.0,3,0,9,3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2021/22,hairline fracture,1-Mar-22,30-Jun-22
Matthew Lowton,Defender,17,6.0,41.0,54%,0.0,0.0,27.0,52.0,30.0,0.0,72.0,82.0,47.0,9.0,22.0,14.0,1,551,32.41,2.0,45.0,20%,2.0,41.0,2,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,knee injury,3-Feb-20,10-Jun-20
Kieran Tierney,Defender,15,1.0,20.0,80%,0.0,1.0,9.0,30.0,10.0,0.0,60.0,53.0,35.0,12.0,9.0,15.0,1,441,29.4,1.0,44.0,18%,0.0,18.0,2,0,8,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2019/20,Knee injury,3-Apr-21,5-May-21
Ryan Fraser,Midfielder,27,0.0,10.0,30%,0.0,8.0,11.0,8.0,5.0,0.0,61.0,40.0,54.0,1.0,5.0,22.0,3,386,14.3,0.0,88.0,38%,1.0,13.0,3,0,10,2,0.0,1.0,1.0,0.0,0.07,0.0,24.0,8.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Hamstring injury,8-Apr-22,9-May-22
Matt Doherty,Defender,15,2.0,18.0,67%,0.0,5.0,13.0,19.0,16.0,0.0,48.0,44.0,34.0,6.0,16.0,8.0,4,452,30.13,0.0,20.0,30%,4.0,14.0,0,0,11,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2021/22,Unknown injury,"Oct 13,2021","Oct 26,2021"
Jadon Sancho,Forward,26,0.0,16.0,0,0.0,7.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,749,28.81,0.0,17.0,0,0.0,0.0,0,0,9,6,0.0,5.0,1.0,0.0,0.23,0.0,21.0,11.0,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2022/23,depression,26-Dec-22,31-Jan-23
Robbie Brady,Midfielder,19,0.0,22.0,68%,0.0,5.0,9.0,25.0,19.0,0.0,80.0,61.0,78.0,11.0,19.0,21.0,1,351,18.47,0.0,43.0,16%,2.0,24.0,3,0,21,1,0.0,1.0,0.0,0.0,0.05,0.0,16.0,5.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,chest injury,21-Sep-20,2-Oct-20
Oleksandr Zinchenko,Defender,27,3.0,50.0,60%,0.0,10.0,20.0,22.0,10.0,1.0,104.0,93.0,60.0,7.0,27.0,16.0,2,"1,411",52.26,0.0,30.0,17%,11.0,53.0,2,0,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Calf problems,30-Dec-23,18-Jan-24
Tom Heaton,Goalkeeper,20,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,527,26.35,0.0,0.0,0,0.0,118.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68.0,0.0,6.0,10.0,7.0,7.0,99.0,195.0,34.0,2019/20,Calf strain,10-Nov-19,25-Nov-19
Luke Shaw,Defender,20,3.0,21.0,62%,0.0,1.0,9.0,17.0,9.0,0.0,95.0,64.0,75.0,7.0,20.0,15.0,3,924,46.2,0.0,109.0,27%,3.0,31.0,8,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Leg injury,2-Apr-22,13-May-22
Harry Maguire,Defender,34,13.0,29.0,59%,0.0,9.0,60.0,122.0,86.0,0.0,199.0,203.0,105.0,8.0,135.0,43.0,1,"2,227",65.5,0.0,3.0,33%,0.0,152.0,11,0,40,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Ankle injury,9-May-21,13-Jun-21
Diego Carlos,Defender,27,5.0,27.0,59%,2.0,2.0,13.0,78.0,35.0,1.0,78.0,54.0,66.0,2.0,22.0,28.0,0,"1,339",49.59,0.0,1.0,0%,0.0,66.0,4,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2023/24,Hamstring injury,14-Feb-24,5-Mar-24
Eric Bailly,Defender,12,3.0,5.0,100%,0.0,1.0,13.0,36.0,22.0,0.0,73.0,37.0,27.0,4.0,24.0,17.0,0,562,46.83,0.0,0.0,0%,0.0,20.0,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Knock,21-Jan-21,25-Mar-21
Morgan Rogers,Forward,11,0.0,8.0,0,0.0,3.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,188,17.09,0.0,2.0,0,0.0,0.0,3,0,12,3,0.0,2.0,1.0,0.0,0.27,0.0,11.0,5.0,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2023/24,Hamstring injury,6-May-24,1-Jun-24
Eric Bailly,Defender,12,3.0,5.0,100%,0.0,1.0,13.0,36.0,22.0,0.0,73.0,37.0,27.0,4.0,24.0,17.0,0,562,46.83,0.0,0.0,0%,0.0,20.0,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Coronavirus,31-Mar-21,20-Apr-21
Morgan Sanson,Midfielder,10,0.0,12.0,67%,0.0,0.0,10.0,2.0,1.0,0.0,33.0,41.0,26.0,13.0,3.0,6.0,0,153,15.3,0.0,8.0,25%,3.0,3.0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,Ill,30-Oct-21,6-Nov-21
Yerry Mina,Defender,13,2.0,12.0,83%,0.0,0.0,11.0,37.0,29.0,1.0,45.0,51.0,25.0,0.0,30.0,16.0,0,356,27.38,0.0,3.0,33%,0.0,22.0,3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,thigh problems,22-Oct-21,30-Nov-21
Aaron Wan-Bissaka,Defender,35,11.0,129.0,62%,0.0,2.0,66.0,58.0,26.0,0.0,179.0,226.0,148.0,54.0,24.0,35.0,4,"1,651",47.17,4.0,103.0,14%,2.0,33.0,8,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2019/20,Tonsillitis,27-Sep-19,19-Oct-19
Jhon Durán,Forward,23,0.0,6.0,0,0.0,3.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114,4.96,0.0,6.0,0,0.0,0.0,5,0,12,5,0.0,0.0,5.0,1.0,0.22,0.0,20.0,7.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2023/24,infection,21-Oct-23,23-Oct-23
Jonjo Shelvey,Midfielder,26,0.0,29.0,66%,0.0,15.0,23.0,35.0,20.0,0.0,139.0,67.0,78.0,15.0,17.0,13.0,2,"1,044",40.15,7.0,89.0,25%,5.0,143.0,3,0,19,6,1.0,4.0,1.0,2.0,0.23,0.0,45.0,14.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2019/20,Hamstring strain,18-Jan-20,28-Feb-20
Pierre-Emerick Aubameyang,Forward,29,0.0,12.0,0,0.0,13.0,7.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,624,21.52,0.0,38.0,0,0.0,0.0,2,0,13,10,1.0,8.0,1.0,2.0,0.34,2.0,57.0,22.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,Knock,18-Jan-21,1-Feb-21
Willian,Forward,25,0.0,13.0,0,0.0,7.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,677,27.08,0.0,104.0,0,0.0,0.0,0,0,5,1,0.0,1.0,0.0,2.0,0.04,0.0,20.0,3.0,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,Calf injury,23-Nov-20,28-Nov-20
Jonjo Shelvey,Midfielder,24,0.0,30.0,57%,0.0,5.0,22.0,19.0,9.0,0.0,160.0,57.0,55.0,9.0,10.0,10.0,1,899,37.46,0.0,43.0,21%,4.0,118.0,5,1,18,2,0.0,2.0,0.0,1.0,0.08,0.0,30.0,14.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Muscle injury,17-Dec-21,26-Dec-21
