Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Djibril Sidibé,Defender,25,4.0,83.0,53%,2.0,5.0,40.0,33.0,15.0,0.0,148.0,144.0,106.0,14.0,30.0,32.0,4,948,37.92,4.0,68.0,26%,5.0,54.0,3,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,unknown injury,15-Dec-19,18-Dec-19
Takehiro Tomiyasu,Defender,21,1.0,27.0,67%,0.0,2.0,14.0,14.0,7.0,0.0,42.0,48.0,37.0,1.0,17.0,20.0,1,412,19.62,0.0,12.0,33%,2.0,14.0,2,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,muscular problems,3-Nov-22,15-Nov-22
Bryan Gil,Forward,4,0.0,3.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,57,14.25,0.0,2.0,0,0.0,0.0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2022/23,Knock,"Aug 29,2022","Sep 12,2022"
Theo Walcott,Forward,25,0.0,13.0,0,0.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,354,14.16,7.0,42.0,0,0.0,0.0,1,0,9,2,1.0,1.0,0.0,1.0,0.08,0.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2019/20,abdominal muscle strain,8-Jun-20,8-Jul-20
Dwight Gayle,Forward,18,0.0,2.0,0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,108,6.0,0.0,5.0,0,0.0,0.0,0,0,6,1,1.0,0.0,0.0,1.0,0.06,0.0,16.0,7.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,Inner ligament injury,5-Sep-20,11-Dec-20
Anthony Martial,Forward,22,0.0,2.0,0,0.0,10.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,481,21.86,0.0,8.0,0,0.0,0.0,0,1,15,4,1.0,3.0,0.0,0.0,0.18,0.0,43.0,21.0,49%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2020/21,Torn knee ligaments,29-Mar-21,2-Aug-21
André Gomes,Midfielder,14,0.0,16.0,25%,0.0,7.0,1.0,7.0,2.0,0.0,53.0,44.0,79.0,12.0,8.0,9.0,1,276,19.71,0.0,6.0,83%,0.0,13.0,3,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,calf injury,21-Sep-21,5-Dec-21
Morgan Sanson,Midfielder,10,0.0,12.0,67%,0.0,0.0,10.0,2.0,1.0,0.0,33.0,41.0,26.0,13.0,3.0,6.0,0,153,15.3,0.0,8.0,25%,3.0,3.0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,Knock,10-Apr-22,8-May-22
Marcus Rashford,Forward,25,0.0,6.0,0,0.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,393,15.72,0.0,22.0,0,0.0,0.0,2,0,13,4,0.0,4.0,0.0,0.0,0.16,0.0,22.0,12.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,Dead leg,13-Jan-22,17-Jan-22
Ben Godfrey,Defender,13,1.0,20.0,55%,1.0,2.0,8.0,31.0,18.0,0.0,35.0,43.0,50.0,3.0,15.0,17.0,1,226,17.38,0.0,7.0,14%,0.0,8.0,2,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,broken fibula,6-Aug-22,5-Nov-22
Philippe Coutinho,Midfielder,2,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,0.0,0.0,0,24,12.0,0.0,0.0,0%,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2023/24,Hamstring injury,20-Aug-23,25-Sep-23
Takehiro Tomiyasu,Defender,21,1.0,27.0,67%,0.0,2.0,14.0,14.0,7.0,0.0,42.0,48.0,37.0,1.0,17.0,20.0,1,412,19.62,0.0,12.0,33%,2.0,14.0,2,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,Knee surgery,16-Mar-23,1-Jul-23
Anthony Martial,Forward,8,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82,10.25,0.0,4.0,0,0.0,0.0,0,0,0,1,0.0,1.0,0.0,0.0,0.13,0.0,5.0,3.0,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Knee injury,4-Dec-21,13-Dec-21
Jetro Willems,Defender,19,2.0,37.0,51%,0.0,5.0,17.0,38.0,22.0,0.0,95.0,97.0,65.0,21.0,22.0,16.0,2,429,22.58,2.0,32.0,16%,1.0,9.0,0,0,10,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Knee injury,22-Sep-19,5-Oct-19
Richarlison,Forward,30,0.0,40.0,0,0.0,26.0,12.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,524,17.47,0.0,38.0,0,0.0,0.0,9,0,36,10,2.0,6.0,2.0,2.0,0.33,3.0,72.0,23.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,calf injury,12-Dec-21,12-Jan-22
Allan Saint-Maximin,Forward,25,0.0,16.0,0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,417,16.68,0.0,21.0,0,0.0,0.0,0,0,10,3,0.0,2.0,1.0,0.0,0.12,0.0,30.0,13.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Groin injury,28-Feb-21,4-Apr-21
Matty Cash,Defender,29,2.0,54.0,57%,0.0,10.0,18.0,52.0,28.0,1.0,110.0,103.0,114.0,12.0,15.0,21.0,2,"1,028",35.45,0.0,39.0,23%,0.0,31.0,8,0,30,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Calf injury,12-May-24,12-Jun-24
Richarlison,Forward,34,0.0,50.0,0,0.0,21.0,14.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,749,22.03,0.0,37.0,0,0.0,0.0,4,1,33,7,2.0,5.0,0.0,1.0,0.21,1.0,81.0,32.0,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,head injury,5-Dec-20,31-Dec-20
Chris Wood,Forward,32,0.0,7.0,0,0.0,8.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,460,14.38,1.0,8.0,0,0.0,0.0,1,0,34,14,5.0,4.0,5.0,0.0,0.44,1.0,65.0,31.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2019/20,hamstring strain,16-Feb-20,28-Feb-20
Matty Cash,Defender,29,2.0,54.0,57%,0.0,10.0,18.0,52.0,28.0,1.0,110.0,103.0,114.0,12.0,15.0,21.0,2,"1,028",35.45,0.0,39.0,23%,0.0,31.0,8,0,30,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Ill,29-Dec-23,31-Dec-23
Marvelous Nakamba,Midfielder,16,0.0,32.0,59%,0.0,0.0,12.0,15.0,6.0,0.0,82.0,64.0,63.0,14.0,9.0,14.0,0,384,24.0,0.0,1.0,0%,1.0,13.0,5,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Knee injury,11-Dec-21,31-Mar-22
Marcel Sabitzer,Midfielder,11,0.0,12.0,67%,0.0,4.0,8.0,11.0,4.0,0.0,52.0,36.0,34.0,1.0,13.0,11.0,1,296,26.91,0.0,4.0,25%,2.0,9.0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2022/23,Groin problems,16-Apr-23,19-Apr-23
Thomas Partey,Midfielder,33,0.0,70.0,57%,0.0,10.0,28.0,39.0,18.0,0.0,225.0,165.0,115.0,35.0,37.0,25.0,0,"1,946",58.97,0.0,9.0,22%,11.0,107.0,5,0,37,3,0.0,3.0,0.0,2.0,0.09,0.0,28.0,4.0,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2022/23,Thigh problems,25-Aug-22,15-Sep-22
André Gomes,Midfielder,12,0.0,7.0,57%,0.0,2.0,3.0,3.0,1.0,0.0,34.0,16.0,49.0,3.0,1.0,9.0,0,259,21.58,0.0,26.0,12%,4.0,18.0,4,0,17,1,0.0,1.0,0.0,0.0,0.08,0.0,8.0,4.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2023/24,fitness,13-Aug-23,3-Dec-23
Alexander Isak,Forward,22,0.0,18.0,0,0.0,18.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,352,16.0,0.0,7.0,0,0.0,0.0,3,0,19,10,2.0,8.0,0.0,1.0,0.45,2.0,51.0,25.0,49%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2022/23,Thigh problems,20-Sep-22,4-Jan-23
Paul Pogba,Midfielder,20,0.0,13.0,69%,0.0,9.0,13.0,16.0,11.0,0.0,98.0,116.0,122.0,39.0,36.0,20.0,9,877,43.85,0.0,12.0,25%,8.0,73.0,7,1,39,1,0.0,1.0,0.0,0.0,0.05,0.0,32.0,8.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Hamstring injury,8-Nov-21,3-Feb-22
Harry Maguire,Defender,30,6.0,34.0,62%,2.0,4.0,32.0,100.0,57.0,0.0,148.0,132.0,67.0,4.0,75.0,28.0,0,"1,563",52.1,0.0,2.0,0%,0.0,120.0,7,1,21,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Knee problems,26-Apr-22,3-May-22
Mark Flekken,Goalkeeper,37,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"1,446",39.08,0.0,0.0,0,0.0,321.0,3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115.0,0.0,23.0,40.0,1.0,17.0,131.0,289.0,31.0,2023/24,cold,3-Oct-23,19-Oct-23
Dominic Calvert-Lewin,Forward,17,0.0,4.0,0,0.0,6.0,3.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,215,12.65,0.0,6.0,0,0.0,0.0,3,0,22,2,0.0,2.0,0.0,1.0,0.12,1.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2022/23,hamstring injury,20-May-23,20-Jun-23
Lucas Torreira,Midfielder,29,0.0,31.0,52%,0.0,4.0,34.0,22.0,10.0,0.0,107.0,101.0,81.0,17.0,11.0,21.0,1,903,31.14,0.0,12.0,25%,2.0,34.0,7,0,24,1,0.0,1.0,0.0,0.0,0.03,0.0,21.0,6.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2019/20,Ankle injury,3-Mar-20,3-Jul-20
Ryan Fraser,Midfielder,18,0.0,4.0,25%,0.0,4.0,6.0,5.0,0.0,0.0,30.0,32.0,35.0,3.0,5.0,22.0,2,262,14.56,0.0,103.0,24%,0.0,3.0,0,1,5,0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,6.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Hamstring injury,2-Nov-20,15-Dec-20
Morgan Sanson,Midfielder,10,0.0,12.0,67%,0.0,0.0,10.0,2.0,1.0,0.0,33.0,41.0,26.0,13.0,3.0,6.0,0,153,15.3,0.0,8.0,25%,3.0,3.0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,Coronavirus,12-Dec-21,25-Dec-21
Dominic Calvert-Lewin,Forward,17,0.0,4.0,0,0.0,6.0,3.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,215,12.65,0.0,6.0,0,0.0,0.0,3,0,22,2,0.0,2.0,0.0,1.0,0.12,1.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,hamstring injury,4-Feb-23,20-Apr-23
Joe Willock,Midfielder,29,0.0,64.0,58%,0.0,10.0,21.0,8.0,3.0,0.0,121.0,142.0,151.0,36.0,16.0,24.0,0,544,18.76,0.0,16.0,19%,1.0,17.0,0,0,34,2,0.0,2.0,0.0,0.0,0.07,0.0,35.0,11.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2021/22,Knee injury,4-Apr-22,10-Apr-22
Youri Tielemans,Midfielder,32,0.0,41.0,49%,0.0,5.0,15.0,8.0,4.0,0.0,97.0,98.0,86.0,15.0,13.0,9.0,6,907,28.34,0.0,31.0,6%,17.0,36.0,3,0,22,2,0.0,2.0,0.0,2.0,0.06,0.0,14.0,6.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Calf injury,13-Dec-23,12-Jan-24
Álex Moreno,Defender,19,4.0,23.0,61%,0.0,3.0,7.0,30.0,16.0,1.0,69.0,66.0,94.0,23.0,9.0,12.0,3,579,30.47,0.0,48.0,31%,1.0,9.0,3,0,17,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2022/23,Hamstring injury,20-May-23,15-Sep-23
Dale Stephens,Midfielder,7,0.0,11.0,55%,0.0,3.0,8.0,1.0,0.0,0.0,21.0,19.0,19.0,1.0,5.0,2.0,0,119,17.0,0.0,0.0,0%,0.0,7.0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,knock,14-Feb-21,18-Feb-21
Joelinton,Forward,20,0.0,39.0,0,0.0,4.0,19.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,616,30.8,0.0,2.0,0,0.0,0.0,6,0,28,2,0.0,2.0,0.0,1.0,0.1,0.0,19.0,9.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Groin surgery,6-Jan-24,3-May-24
Lewis Miley,Midfielder,17,0.0,33.0,64%,0.0,7.0,8.0,16.0,5.0,0.0,78.0,58.0,52.0,8.0,11.0,12.0,3,524,30.82,0.0,11.0,18%,4.0,18.0,1,0,5,1,0.0,1.0,0.0,0.0,0.06,0.0,13.0,3.0,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2023/24,Fever,16-Oct-23,1-Nov-23
Jack Cork,Midfielder,16,0.0,26.0,38%,0.0,4.0,16.0,19.0,8.0,0.0,89.0,75.0,83.0,5.0,33.0,29.0,0,500,31.25,0.0,5.0,20%,0.0,17.0,2,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,broken foot,30-Jun-20,13-Dec-20
Jay Rodríguez,Forward,29,0.0,20.0,0,0.0,10.0,4.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,302,10.41,0.0,7.0,0,0.0,0.0,3,0,31,2,0.0,2.0,0.0,2.0,0.07,0.0,41.0,11.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2021/22,hamstring injury,29-Apr-20,7-Aug-20
DeAndre Yedlin,Defender,16,1.0,18.0,72%,0.0,0.0,10.0,16.0,6.0,1.0,38.0,36.0,39.0,1.0,8.0,13.0,0,246,15.38,0.0,28.0,21%,0.0,13.0,3,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Hand injury,5-Jan-20,23-Jan-20
Giovani Lo Celso,Midfielder,18,0.0,28.0,79%,0.0,3.0,7.0,5.0,1.0,0.0,60.0,70.0,79.0,8.0,14.0,15.0,1,570,31.67,0.0,31.0,13%,1.0,19.0,5,0,19,1,0.0,0.0,1.0,0.0,0.06,0.0,15.0,6.0,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Hamstring injury,"Dec 20,2020","Mar 14,2021"
Séamus Coleman,Defender,30,7.0,61.0,59%,1.0,3.0,32.0,74.0,37.0,0.0,188.0,137.0,89.0,34.0,25.0,23.0,0,951,31.7,0.0,41.0,32%,0.0,53.0,4,0,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2021/22,hamstring injury,17-Sep-21,15-Oct-21
Dale Stephens,Midfielder,7,0.0,11.0,55%,0.0,3.0,8.0,1.0,0.0,0.0,21.0,19.0,19.0,1.0,5.0,2.0,0,119,17.0,0.0,0.0,0%,0.0,7.0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,hamstring injury,19-Nov-20,13-Dec-20
Axel Tuanzebe,Defender,5,0.0,2.0,100%,0.0,0.0,5.0,4.0,3.0,0.0,15.0,8.0,20.0,0.0,3.0,12.0,0,136,27.2,0.0,1.0,0%,0.0,4.0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2019/20,Hip injury,19-Oct-19,23-Nov-19
Theo Walcott,Forward,25,0.0,13.0,0,0.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,354,14.16,7.0,42.0,0,0.0,0.0,1,0,9,2,1.0,1.0,0.0,1.0,0.08,0.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,calf strain,8-Dec-19,25-Dec-19
Axel Tuanzebe,Defender,0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0%,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,unknown injury,13-Jul-22,23-Jan-23
Bukayo Saka,Midfielder,32,0.0,25.0,0,0.0,23.0,25.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,978,30.56,0.0,148.0,0,0.0,0.0,1,0,28,5,1.0,2.0,2.0,3.0,0.16,0.0,61.0,20.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2020/21,Hip problems,28-Jan-21,31-Jan-21
Kristoffer Ajer,Defender,28,2.0,38.0,55%,0.0,3.0,25.0,78.0,36.0,0.0,60.0,121.0,69.0,10.0,65.0,23.0,1,722,25.79,0.0,22.0,23%,1.0,31.0,5,0,25,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Foot injury,2-Dec-23,16-Jan-24
Dominic Calvert-Lewin,Forward,17,0.0,4.0,0,0.0,6.0,3.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,215,12.65,0.0,6.0,0,0.0,0.0,3,0,22,2,0.0,2.0,0.0,1.0,0.12,1.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2022/23,knee injury,4-Aug-22,3-Oct-22
Jetro Willems,Defender,19,2.0,37.0,51%,0.0,5.0,17.0,38.0,22.0,0.0,95.0,97.0,65.0,21.0,22.0,16.0,2,429,22.58,2.0,32.0,16%,1.0,9.0,0,0,10,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Cruciate ligament tear,18-Jan-20,20-Sep-20
Kieran Trippier,Defender,28,4.0,57.0,47%,1.0,2.0,24.0,47.0,31.0,0.0,162.0,125.0,99.0,16.0,31.0,17.0,10,"1,714",61.21,0.0,212.0,33%,1.0,79.0,5,0,27,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2023/24,Calf injury,2-Mar-24,10-May-24
Alexandre Lacazette,Forward,30,0.0,27.0,0,0.0,11.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,444,14.8,0.0,7.0,0,0.0,0.0,0,0,32,4,0.0,4.0,0.0,0.0,0.13,2.0,46.0,15.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2021/22,Coronavirus,14-Apr-22,19-Apr-22
Jordan Beyer,Defender,15,2.0,35.0,57%,1.0,3.0,16.0,68.0,39.0,0.0,57.0,73.0,50.0,4.0,29.0,26.0,1,855,57.0,0.0,0.0,0%,1.0,47.0,6,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,knee injury,8-Jan-24,Present
Neil Taylor,Defender,14,2.0,16.0,69%,1.0,1.0,20.0,27.0,8.0,0.0,56.0,33.0,34.0,2.0,9.0,15.0,0,419,29.93,1.0,9.0,11%,0.0,15.0,2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2019/20,Hamstring injury,13-Jul-20,25-Jul-20
Matty Cash,Defender,29,2.0,54.0,57%,0.0,10.0,18.0,52.0,28.0,1.0,110.0,103.0,114.0,12.0,15.0,21.0,2,"1,028",35.45,0.0,39.0,23%,0.0,31.0,8,0,30,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Hamstring injury,21-Mar-24,12-Apr-24
Aaron Wan-Bissaka,Defender,20,3.0,49.0,73%,0.0,3.0,34.0,32.0,11.0,1.0,126.0,117.0,91.0,36.0,19.0,32.0,0,937,46.85,0.0,35.0,23%,0.0,17.0,2,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2021/22,Hand injury,29-Nov-21,4-Dec-21
Granit Xhaka,Midfielder,31,0.0,45.0,56%,0.0,3.0,21.0,55.0,36.0,0.0,195.0,147.0,158.0,25.0,45.0,55.0,2,"1,903",61.39,1.0,16.0,19%,4.0,126.0,10,0,56,1,0.0,0.0,1.0,0.0,0.03,0.0,11.0,3.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,Ankle injury,18-Jun-20,24-Jun-20
Hugo Lloris,Goalkeeper,25,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,616,24.64,0.0,0.0,0,0.0,109.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79.0,0.0,7.0,17.0,1.0,7.0,109.0,186.0,36.0,2022/23,Thigh Problems,"Apr 24,2023","Oct 2,2023"
Sead Kolasinac,Defender,26,3.0,29.0,55%,0.0,1.0,25.0,33.0,26.0,0.0,103.0,88.0,66.0,16.0,28.0,19.0,2,900,34.62,2.0,29.0,21%,0.0,21.0,4,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,Arm injury,24-Feb-20,15-Jun-20
Bryan Mbeumo,Midfielder,25,0.0,15.0,67%,0.0,11.0,7.0,12.0,8.0,0.0,93.0,106.0,160.0,26.0,23.0,45.0,6,650,26.0,0.0,92.0,32%,15.0,17.0,2,0,22,9,0.0,1.0,8.0,3.0,0.36,3.0,53.0,20.0,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Ankle injury,7-Dec-23,12-Mar-24
