Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Richarlison,Forward,30,0.0,40.0,0,0.0,26.0,12.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,524,17.47,0.0,38.0,0,0.0,0.0,9,0,36,10,2.0,6.0,2.0,2.0,0.33,3.0,72.0,23.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,knee injury,13-Sep-21,22-Oct-21
Morgan Schneiderlin,Midfielder,15,0.0,31.0,71%,0.0,1.0,21.0,19.0,9.0,0.0,55.0,52.0,48.0,3.0,17.0,11.0,0,561,37.4,0.0,8.0,13%,1.0,54.0,4,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2019/20,calf strain,8-Dec-19,4-Jan-20
Anthony Martial,Forward,21,0.0,5.0,0,0.0,6.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,320,15.24,0.0,4.0,0,0.0,0.0,0,0,8,6,1.0,4.0,1.0,0.0,0.29,1.0,27.0,13.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2022/23,Back injury,10-Oct-22,31-Oct-22
Emiliano Martínez,Goalkeeper,36,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,937,26.03,0.0,0.0,0,0.0,173.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.0,0.0,3.0,30.0,7.0,11.0,162.0,275.0,29.0,2021/22,Knee problems,20-May-22,29-May-22
David Luiz,Defender,20,3.0,12.0,75%,1.0,5.0,16.0,49.0,29.0,0.0,64.0,55.0,31.0,3.0,35.0,14.0,0,998,49.9,0.0,9.0,0%,3.0,71.0,1,1,15,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2020/21,Neck injury,11-Sep-20,18-Sep-20
Luke Shaw,Defender,20,3.0,21.0,62%,0.0,1.0,9.0,17.0,9.0,0.0,95.0,64.0,75.0,7.0,20.0,15.0,3,924,46.2,0.0,109.0,27%,3.0,31.0,8,0,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Coronavirus,2-Mar-22,16-Mar-22
Joe Willock,Midfielder,9,0.0,13.0,54%,0.0,1.0,1.0,1.0,1.0,0.0,26.0,24.0,28.0,7.0,1.0,1.0,0,153,17.0,0.0,6.0,17%,1.0,9.0,0,0,3,1,1.0,0.0,0.0,0.0,0.11,0.0,7.0,4.0,57%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Achilles tendon problems,24-Nov-23,23-Feb-24
DeAndre Yedlin,Defender,16,1.0,18.0,72%,0.0,0.0,10.0,16.0,6.0,1.0,38.0,36.0,39.0,1.0,8.0,13.0,0,246,15.38,0.0,28.0,21%,0.0,13.0,3,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Groin problems,28-Apr-19,28-Sep-19
Erik Pieters,Defender,12,4.0,28.0,54%,0.0,3.0,10.0,37.0,24.0,0.0,53.0,48.0,36.0,3.0,12.0,7.0,1,254,21.17,0.0,14.0,14%,1.0,14.0,1,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2021/22,knee injury,26-Feb-22,2-May-22
Youri Tielemans,Midfielder,32,0.0,41.0,49%,0.0,5.0,15.0,8.0,4.0,0.0,97.0,98.0,86.0,15.0,13.0,9.0,6,907,28.34,0.0,31.0,6%,17.0,36.0,3,0,22,2,0.0,2.0,0.0,2.0,0.06,0.0,14.0,6.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Groin injury,27-Apr-24,10-Jun-24
Jadon Sancho,Forward,29,0.0,14.0,0,0.0,9.0,15.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,935,32.24,0.0,28.0,0,0.0,0.0,0,0,4,3,0.0,3.0,0.0,0.0,0.1,0.0,26.0,9.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2021/22,Tonsillitis,26-Apr-22,8-May-22
Granit Xhaka,Midfielder,31,0.0,50.0,52%,0.0,8.0,24.0,36.0,19.0,0.0,203.0,134.0,121.0,8.0,39.0,36.0,2,"2,189",70.61,0.0,12.0,25%,3.0,130.0,7,1,39,1,0.0,0.0,1.0,0.0,0.03,0.0,21.0,7.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Groin injury,6-May-21,16-May-21
Jesse Lingard,Midfielder,22,0.0,15.0,53%,0.0,10.0,3.0,0.0,0.0,0.0,37.0,41.0,72.0,13.0,2.0,12.0,0,391,17.77,1.0,7.0,0%,4.0,4.0,3,0,28,1,0.0,0.0,1.0,0.0,0.05,0.0,22.0,6.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,Hamstring injury,4-Oct-19,23-Oct-19
Emerson Royal,Defender,26,7.0,54.0,61%,0.0,4.0,18.0,65.0,36.0,0.0,102.0,130.0,88.0,15.0,28.0,27.0,1,862,33.15,0.0,46.0,13%,2.0,34.0,2,1,21,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,Knee injury,"Mar 25,2023","May 1,2023"
Jamaal Lascelles,Defender,24,7.0,14.0,21%,0.0,2.0,28.0,115.0,68.0,1.0,128.0,109.0,82.0,4.0,74.0,49.0,0,847,35.29,0.0,0.0,0%,0.0,53.0,5,0,22,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Knee injury,9-Nov-19,13-Jan-20
Tino Livramento,Defender,26,1.0,23.0,57%,0.0,2.0,25.0,37.0,17.0,1.0,85.0,80.0,48.0,17.0,12.0,8.0,0,675,25.96,0.0,26.0,19%,0.0,13.0,1,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2023/24,Ankle injury,14-May-24,27-May-24
Matt Doherty,Defender,17,3.0,29.0,52%,0.0,2.0,23.0,36.0,26.0,0.0,57.0,95.0,84.0,5.0,49.0,25.0,2,676,39.76,0.0,31.0,26%,0.0,21.0,2,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Coronavirus,"Nov 16,2020","Nov 25,2020"
Mikkel Damsgaard,Midfielder,23,0.0,29.0,59%,0.0,3.0,11.0,10.0,5.0,0.0,57.0,58.0,70.0,9.0,12.0,11.0,2,394,17.13,0.0,29.0,10%,10.0,23.0,2,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Knee surgery,29-Sep-23,5-Dec-23
Harry Kane,Forward,35,0.0,22.0,0,0.0,28.0,11.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,908,25.94,0.0,38.0,0,0.0,0.0,1,0,26,23,4.0,16.0,3.0,9.0,0.66,4.0,137.0,53.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Ankle sprain,"Apr 16,2021","Apr 22,2021"
Ashley Young,Defender,31,6.0,53.0,72%,0.0,6.0,22.0,45.0,24.0,1.0,120.0,108.0,114.0,12.0,19.0,32.0,0,775,25.0,0.0,100.0,24%,2.0,48.0,5,1,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2023/24,muscle injury,11-Dec-23,25-Jan-24
Bryan Gil,Forward,11,0.0,1.0,0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,144,13.09,0.0,11.0,0,0.0,0.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Inflammation of pubic bone,"Aug 2,2023","Oct 5,2023"
Mason Holgate,Defender,28,9.0,56.0,64%,1.0,0.0,35.0,82.0,38.0,0.0,139.0,132.0,88.0,8.0,39.0,20.0,0,"1,103",39.39,0.0,26.0,19%,1.0,87.0,9,0,29,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2020/21,ankle injury,18-Sep-20,6-Nov-20
Jamaal Lascelles,Defender,16,5.0,14.0,64%,0.0,1.0,5.0,42.0,26.0,0.0,53.0,64.0,51.0,1.0,47.0,26.0,0,769,48.06,0.0,1.0,0%,0.0,14.0,4,0,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2023/24,unknown injury,23-Dec-23,1-Jan-24
Tom Davies,Midfielder,25,0.0,31.0,58%,0.0,2.0,34.0,20.0,12.0,0.0,102.0,85.0,79.0,18.0,11.0,15.0,1,697,27.88,0.0,5.0,60%,1.0,34.0,3,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2020/21,bruise,28-Oct-20,4-Nov-20
Giovani Lo Celso,Midfielder,28,0.0,51.0,57%,0.0,6.0,9.0,17.0,8.0,0.0,123.0,136.0,145.0,32.0,8.0,22.0,2,965,34.46,1.0,57.0,21%,8.0,42.0,6,0,28,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2019/20,Hip injury,"Sep 7,2019","Oct 20,2019"
Ezri Konsa,Defender,35,6.0,54.0,59%,3.0,5.0,28.0,68.0,29.0,0.0,142.0,167.0,53.0,19.0,30.0,14.0,0,"1,953",55.8,0.0,17.0,24%,1.0,46.0,5,0,14,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Knee injury,4-Feb-24,1-Mar-24
Emil Krafth,Defender,17,2.0,18.0,67%,0.0,1.0,8.0,40.0,22.0,0.0,43.0,36.0,28.0,4.0,8.0,9.0,1,329,19.35,1.0,20.0,5%,0.0,10.0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2019/20,Ankle injury,21-Jul-20,11-Sep-20
Ben White,Defender,32,13.0,44.0,52%,1.0,4.0,42.0,101.0,60.0,0.0,158.0,141.0,97.0,10.0,62.0,40.0,0,"1,810",56.56,0.0,0.0,0%,5.0,90.0,3,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,Hamstring injury,25-Apr-22,15-May-22
Bertrand Traoré,Forward,36,0.0,26.0,0,0.0,21.0,15.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,700,19.44,0.0,102.0,0,0.0,0.0,1,0,31,7,0.0,2.0,5.0,2.0,0.19,0.0,64.0,23.0,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Bruised ribs,2-Nov-20,20-Nov-20
Bruno Fernandes,Midfielder,36,0.0,54.0,52%,0.0,34.0,17.0,41.0,23.0,0.0,180.0,146.0,194.0,26.0,19.0,30.0,6,"1,901",52.81,0.0,148.0,26%,22.0,117.0,10,0,33,10,1.0,7.0,2.0,3.0,0.28,0.0,89.0,29.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Ill,12-Mar-22,14-Mar-22
Jack Cork,Midfielder,30,0.0,35.0,69%,0.0,8.0,28.0,45.0,24.0,0.0,171.0,140.0,195.0,26.0,56.0,69.0,0,923,30.77,2.0,6.0,17%,2.0,48.0,1,0,33,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,shoulder injury,29-Sep-19,25-Oct-19
David Raya,Goalkeeper,24,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960,40.0,0.0,0.0,0,0.0,259.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78.0,0.0,7.0,27.0,7.0,16.0,118.0,202.0,26.0,2021/22,Knee injury,25-Oct-21,4-Feb-22
Gabriel Jesus,Forward,27,0.0,24.0,0,0.0,16.0,13.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,490,18.15,0.0,9.0,0,0.0,0.0,6,0,26,4,2.0,1.0,1.0,2.0,0.15,0.0,55.0,19.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Hamstring injury,24-Oct-23,19-Nov-23
Dani Ceballos,Midfielder,25,0.0,37.0,59%,0.0,4.0,35.0,14.0,10.0,0.0,136.0,95.0,93.0,26.0,8.0,13.0,3,"1,272",50.88,0.0,29.0,31%,7.0,70.0,4,0,23,0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Calf injury,15-Jan-21,1-Feb-21
Fred,Midfielder,28,0.0,63.0,43%,0.0,4.0,32.0,20.0,6.0,0.0,197.0,129.0,141.0,21.0,15.0,13.0,4,"1,343",47.96,0.0,3.0,33%,11.0,62.0,5,0,31,4,0.0,1.0,3.0,0.0,0.14,0.0,15.0,9.0,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,Coronavirus,7-Feb-22,14-Feb-22
Nathan Collins,Defender,32,7.0,38.0,53%,1.0,2.0,44.0,129.0,70.0,0.0,136.0,145.0,72.0,11.0,73.0,35.0,1,"1,468",45.88,0.0,4.0,25%,2.0,69.0,3,0,12,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Injury to the ankle,18-Nov-23,15-Dec-23
Jamaal Lascelles,Defender,19,2.0,14.0,50%,1.0,4.0,12.0,84.0,43.0,2.0,65.0,73.0,44.0,4.0,47.0,24.0,0,621,32.68,0.0,3.0,0%,0.0,42.0,4,0,17,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Hip injury,28-Sep-20,16-Oct-20
Harry Maguire,Defender,16,5.0,8.0,75%,0.0,2.0,13.0,41.0,27.0,1.0,55.0,39.0,32.0,2.0,25.0,22.0,0,574,35.88,0.0,1.0,0%,0.0,37.0,4,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2022/23,Hamstring injury,26-Sep-22,25-Oct-22
Harry Maguire,Defender,30,6.0,34.0,62%,2.0,4.0,32.0,100.0,57.0,0.0,148.0,132.0,67.0,4.0,75.0,28.0,0,"1,563",52.1,0.0,2.0,0%,0.0,120.0,7,1,21,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Chest injury,1-Jan-22,14-Jan-22
Luke Shaw,Defender,31,11.0,55.0,65%,0.0,4.0,36.0,53.0,29.0,0.0,189.0,142.0,114.0,14.0,46.0,29.0,2,"1,805",58.23,0.0,89.0,29%,2.0,61.0,8,0,46,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2022/23,unknown injury,6-Apr-23,19-Apr-23
Amadou Onana,Midfielder,30,0.0,71.0,54%,0.0,8.0,21.0,30.0,16.0,0.0,160.0,180.0,93.0,12.0,53.0,19.0,0,"1,023",34.1,0.0,3.0,33%,6.0,61.0,5,0,37,2,2.0,0.0,0.0,0.0,0.07,0.0,29.0,6.0,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,calf injury,11-Nov-23,8-Dec-23
Ashley Westwood,Midfielder,27,0.0,21.0,57%,0.0,8.0,30.0,15.0,6.0,0.0,174.0,62.0,85.0,10.0,9.0,13.0,3,"1,113",41.22,0.0,122.0,25%,7.0,78.0,7,0,29,0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2.0,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2021/22,broken ankle,17-Apr-22,31-Dec-22
Edinson Cavani,Forward,15,0.0,4.0,0,0.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,230,15.33,0.0,2.0,0,0.0,0.0,0,0,7,2,0.0,2.0,0.0,1.0,0.13,0.0,18.0,8.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2021/22,Calf injury,1-Apr-22,30-Apr-22
Paul Pogba,Midfielder,20,0.0,13.0,69%,0.0,9.0,13.0,16.0,11.0,0.0,98.0,116.0,122.0,39.0,36.0,20.0,9,877,43.85,0.0,12.0,25%,8.0,73.0,7,1,39,1,0.0,1.0,0.0,0.0,0.05,0.0,32.0,8.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Calf injury,18-Apr-22,23-May-22
Ashley Barnes,Forward,22,0.0,12.0,0,0.0,12.0,5.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,304,13.82,0.0,8.0,0,0.0,0.0,4,0,46,3,1.0,1.0,1.0,0.0,0.14,1.0,38.0,13.0,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,bruise,27-Jan-21,5-Feb-21
Chris Wood,Forward,32,0.0,7.0,0,0.0,8.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,460,14.38,1.0,8.0,0,0.0,0.0,1,0,34,14,5.0,4.0,5.0,0.0,0.44,1.0,65.0,31.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2019/20,calf injury,5-Jun-20,4-Jul-20
Robbie Brady,Midfielder,19,0.0,22.0,68%,0.0,5.0,9.0,25.0,19.0,0.0,80.0,61.0,78.0,11.0,19.0,21.0,1,351,18.47,0.0,43.0,16%,2.0,24.0,3,0,21,1,0.0,1.0,0.0,0.0,0.05,0.0,16.0,5.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,hamstring injury,24-Nov-20,4-Dec-20
Séamus Coleman,Defender,23,4.0,35.0,74%,0.0,3.0,22.0,45.0,25.0,0.0,100.0,91.0,57.0,17.0,18.0,16.0,0,603,26.22,0.0,22.0,41%,0.0,22.0,1,0,10,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2022/23,knee injury,1-May-23,23-Nov-23
Gylfi Sigurdsson,Midfielder,35,0.0,50.0,52%,0.0,20.0,37.0,15.0,3.0,0.0,147.0,103.0,147.0,16.0,14.0,24.0,3,"1,019",29.11,5.0,131.0,28%,3.0,47.0,3,0,34,2,0.0,2.0,0.0,1.0,0.06,1.0,46.0,14.0,30%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,knock,8-Dec-19,20-Dec-19
Mason Holgate,Defender,8,0.0,11.0,64%,0.0,2.0,7.0,26.0,11.0,0.0,23.0,27.0,26.0,3.0,9.0,10.0,0,196,24.5,0.0,2.0,50%,1.0,15.0,1,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2022/23,knee injury,27-Aug-22,16-Oct-22
Fabian Schär,Defender,22,4.0,39.0,54%,0.0,5.0,47.0,72.0,30.0,1.0,112.0,113.0,95.0,16.0,34.0,34.0,0,761,34.59,0.0,12.0,8%,1.0,94.0,5,0,29,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2019/20,Shoulder injury,16-Jul-20,28-Sep-20
Lyle Foster,Forward,24,0.0,19.0,0,0.0,4.0,3.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,452,18.83,0.0,3.0,0,0.0,0.0,0,1,24,5,0.0,3.0,2.0,0.0,0.21,0.0,34.0,17.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,depression,9-Nov-23,10-Dec-23
Jonjo Shelvey,Midfielder,24,0.0,30.0,57%,0.0,5.0,22.0,19.0,9.0,0.0,160.0,57.0,55.0,9.0,10.0,10.0,1,899,37.46,0.0,43.0,21%,4.0,118.0,5,1,18,2,0.0,2.0,0.0,1.0,0.08,0.0,30.0,14.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Calf injury,15-Aug-21,15-Oct-21
Erik Pieters,Defender,20,2.0,30.0,70%,0.0,1.0,12.0,27.0,13.0,1.0,74.0,70.0,69.0,6.0,13.0,9.0,1,472,23.6,0.0,19.0,0%,0.0,27.0,1,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,calf injury,20-Oct-20,22-Nov-20
Alexander Isak,Forward,30,0.0,5.0,0,0.0,14.0,6.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,474,15.8,0.0,10.0,0,0.0,0.0,1,0,14,21,1.0,19.0,1.0,2.0,0.7,5.0,78.0,43.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Groin injury,25-Oct-23,24-Nov-23
Theo Walcott,Forward,25,0.0,13.0,0,0.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,354,14.16,7.0,42.0,0,0.0,0.0,1,0,9,2,1.0,1.0,0.0,1.0,0.08,0.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,knee injury,9-Feb-20,28-Feb-20
Séamus Coleman,Defender,27,5.0,42.0,74%,0.0,2.0,24.0,36.0,20.0,0.0,118.0,128.0,78.0,38.0,29.0,20.0,1,824,30.52,2.0,43.0,7%,0.0,33.0,3,1,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,hamstring strain,2-Mar-20,14-Jun-20
Tanguy Ndombele,Midfielder,21,0.0,24.0,67%,0.0,3.0,14.0,6.0,1.0,0.0,79.0,97.0,70.0,38.0,7.0,9.0,2,632,30.1,1.0,12.0,17%,4.0,19.0,3,0,14,2,0.0,1.0,1.0,0.0,0.1,0.0,9.0,4.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2019/20,Hamstring injury,"Aug 18,2019","Sep 12,2019"
Matt Targett,Defender,28,4.0,52.0,56%,0.0,1.0,56.0,68.0,31.0,0.0,122.0,113.0,121.0,8.0,37.0,38.0,2,947,33.82,8.0,81.0,27%,3.0,49.0,4,0,27,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2019/20,Hamstring injury,29-Aug-19,24-Sep-19
Abdoulaye Doucouré,Midfielder,30,0.0,75.0,57%,0.0,13.0,28.0,30.0,14.0,0.0,213.0,147.0,156.0,21.0,35.0,37.0,4,"1,083",36.1,0.0,11.0,9%,3.0,31.0,6,0,39,2,0.0,2.0,0.0,1.0,0.07,0.0,34.0,11.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,stress reaction of the bone,17-Oct-21,28-Nov-21
Sven Botman,Defender,17,3.0,20.0,65%,2.0,2.0,9.0,58.0,24.0,1.0,70.0,56.0,35.0,0.0,34.0,17.0,2,"1,015",59.71,0.0,0.0,0%,0.0,44.0,2,0,9,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Knee injury,28-Sep-23,15-Dec-23
Oliver Skipp,Midfielder,7,0.0,2.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,0.0,0.0,2.0,0,38,5.43,0.0,0.0,0%,0.0,2.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2019/20,Hip injury,"Nov 9,2019","Dec 4,2019"
